post_id,timestamp,hour,day_of_week,platform,post_type,views,likes,reposts
1316,2024-01-15 05:31:00,5,Monday,Telegram,Video,711,1867,358
1317,2024-01-01 22:21:00,22,Monday,Telegram,Image,849,1100,135
1318,2024-01-18 05:11:00,5,Thursday,Telegram,Image,1956,1271,142
1319,2024-01-01 05:38:00,5,Monday,Telegram,Image,8691,1617,338
1320,2024-01-05 02:15:00,2,Friday,Instagram,Image,1626,1640,186
1321,2024-01-09 12:14:00,12,Tuesday,VK,Video,6329,1849,10
1322,2024-01-08 21:04:00,21,Monday,VK,Image,8611,988,147
1323,2024-01-02 05:10:00,5,Tuesday,VK,Video,8627,1019,438
1324,2024-01-02 16:21:00,16,Tuesday,VK,Video,2198,1359,291
1325,2024-01-28 16:47:00,16,Sunday,Instagram,Image,7965,599,337
1326,2024-01-04 16:39:00,16,Thursday,TikTok,Video,273,76,397
1327,2024-01-12 00:56:00,0,Friday,TikTok,Story,9933,1209,441
1328,2024-01-09 06:38:00,6,Tuesday,Instagram,Story,600,1866,37
1329,2024-01-18 09:44:00,9,Thursday,Instagram,Text,3746,693,344
1330,2024-01-20 09:35:00,9,Saturday,Telegram,Story,6319,1511,207
1331,2024-01-27 03:21:00,3,Saturday,Telegram,Video,2463,1288,209
1332,2024-01-21 15:11:00,15,Sunday,Telegram,Video,7640,72,0
1333,2024-01-04 08:06:00,8,Thursday,VK,Story,1996,823,359
1334,2024-01-29 17:20:00,17,Monday,Telegram,Image,5859,412,64
1335,2024-01-09 11:02:00,11,Tuesday,TikTok,Image,1878,1791,0
1336,2024-01-16 11:37:00,11,Tuesday,VK,Video,3157,201,242
1337,2024-01-14 13:41:00,13,Sunday,Telegram,Image,5290,1362,468
1338,2024-01-21 02:01:00,2,Sunday,VK,Text,7097,80,380
1339,2024-01-12 15:34:00,15,Friday,TikTok,Text,4847,887,315
1340,2024-01-26 19:58:00,19,Friday,Telegram,Story,9386,750,24
1341,2024-01-07 03:00:00,3,Sunday,TikTok,Story,145,955,346
1342,2024-01-17 17:10:00,17,Wednesday,TikTok,Image,7858,1096,393
1343,2024-01-03 22:32:00,22,Wednesday,TikTok,Video,9737,1330,49
1344,2024-01-08 17:22:00,17,Monday,Telegram,Story,7153,254,395
1345,2024-01-11 10:23:00,10,Thursday,Instagram,Text,3301,528,347
1346,2024-01-06 13:27:00,13,Saturday,Telegram,Story,555,402,240
1347,2024-01-13 10:25:00,10,Saturday,TikTok,Story,9954,781,31
1348,2024-01-30 00:26:00,0,Tuesday,Telegram,Text,3024,1634,32
1349,2024-01-21 09:58:00,9,Sunday,TikTok,Video,7898,1210,199
1350,2024-01-24 19:08:00,19,Wednesday,Instagram,Story,1065,1237,233
1351,2024-01-05 16:17:00,16,Friday,VK,Story,5064,1679,25
1352,2024-01-26 01:02:00,1,Friday,Instagram,Story,1628,1627,41
1353,2024-01-18 17:10:00,17,Thursday,Instagram,Image,3076,1566,433
1354,2024-01-14 11:46:00,11,Sunday,VK,Story,3171,920,60
1355,2024-01-26 21:05:00,21,Friday,Telegram,Text,4969,1161,40
1356,2024-01-13 09:30:00,9,Saturday,VK,Video,6487,1228,440
1357,2024-01-01 10:14:00,10,Monday,Telegram,Video,2621,1227,129
1358,2024-01-16 02:56:00,2,Tuesday,Telegram,Text,6625,193,354
1359,2024-01-17 17:17:00,17,Wednesday,TikTok,Image,1226,256,353
1360,2024-01-07 12:14:00,12,Sunday,TikTok,Text,6732,1906,197
1361,2024-01-25 14:35:00,14,Thursday,VK,Video,5873,1905,286
1362,2024-01-22 11:07:00,11,Monday,Instagram,Text,7816,333,150
1363,2024-01-10 07:29:00,7,Wednesday,VK,Image,3504,169,203
1364,2024-01-12 11:14:00,11,Friday,Telegram,Video,4592,715,181
1365,2024-01-21 17:46:00,17,Sunday,TikTok,Image,2443,631,370
1366,2024-01-03 01:43:00,1,Wednesday,VK,Text,206,934,411
1367,2024-01-23 00:25:00,0,Tuesday,VK,Story,3254,75,206
1368,2024-01-15 08:22:00,8,Monday,TikTok,Text,4153,939,146
1369,2024-01-17 07:50:00,7,Wednesday,TikTok,Image,4901,263,203
1370,2024-01-09 18:51:00,18,Tuesday,TikTok,Text,6239,292,497
1371,2024-01-29 11:18:00,11,Monday,Telegram,Story,5680,1093,47
1372,2024-01-20 19:35:00,19,Saturday,TikTok,Image,314,127,257
1373,2024-01-05 14:40:00,14,Friday,Instagram,Text,5500,432,138
1374,2024-01-11 15:17:00,15,Thursday,VK,Image,6975,565,171
1375,2024-01-06 06:04:00,6,Saturday,TikTok,Image,4389,1755,100
1376,2024-01-19 23:45:00,23,Friday,TikTok,Video,4353,45,186
1377,2024-01-20 22:07:00,22,Saturday,Telegram,Video,8756,540,383
1378,2024-01-10 12:57:00,12,Wednesday,Telegram,Image,6347,100,314
1379,2024-01-07 11:23:00,11,Sunday,VK,Text,6277,1334,375
1380,2024-01-11 13:49:00,13,Thursday,Instagram,Text,7369,1757,293
1381,2024-01-06 21:42:00,21,Saturday,VK,Text,2472,1950,408
1382,2024-01-01 09:05:00,9,Monday,TikTok,Story,6934,1952,362
1383,2024-01-26 18:34:00,18,Friday,Instagram,Image,8883,1767,20
1384,2024-01-21 10:30:00,10,Sunday,Instagram,Image,6717,1250,297
1385,2024-01-07 22:36:00,22,Sunday,Instagram,Story,5250,1768,419
1386,2024-01-20 07:08:00,7,Saturday,Instagram,Image,9175,1956,392
1387,2024-01-21 19:29:00,19,Sunday,VK,Image,8202,107,395
1388,2024-01-10 15:59:00,15,Wednesday,Telegram,Story,4258,1489,9
1389,2024-01-03 15:30:00,15,Wednesday,Telegram,Video,7827,540,186
1390,2024-01-22 05:46:00,5,Monday,TikTok,Image,5306,1842,493
1391,2024-01-28 18:14:00,18,Sunday,Telegram,Story,403,547,132
1392,2024-01-30 00:13:00,0,Tuesday,Telegram,Text,433,1061,32
1393,2024-01-12 08:51:00,8,Friday,Telegram,Video,4606,1609,68
1394,2024-01-21 13:49:00,13,Sunday,Telegram,Text,2431,1357,79
1395,2024-01-06 20:36:00,20,Saturday,TikTok,Image,4661,1256,190
1396,2024-01-10 00:24:00,0,Wednesday,VK,Video,179,89,100
1397,2024-01-23 22:39:00,22,Tuesday,Instagram,Story,3863,572,484
1398,2024-01-14 19:35:00,19,Sunday,Telegram,Image,5296,1491,284
1399,2024-01-13 14:35:00,14,Saturday,VK,Story,832,623,401
1400,2024-01-08 08:56:00,8,Monday,Telegram,Video,4076,185,220
1401,2024-01-26 18:49:00,18,Friday,Telegram,Text,5759,531,389
1402,2024-01-28 15:57:00,15,Sunday,Instagram,Image,1484,1782,52
1403,2024-01-18 01:34:00,1,Thursday,Instagram,Image,2224,1490,465
1404,2024-01-03 09:10:00,9,Wednesday,Instagram,Story,6752,432,159
1405,2024-01-09 19:16:00,19,Tuesday,Telegram,Video,5383,1133,379
1406,2024-01-08 12:16:00,12,Monday,Telegram,Story,7276,1923,41
1407,2024-01-23 17:33:00,17,Tuesday,Telegram,Video,9490,1773,46
1408,2024-01-14 23:44:00,23,Sunday,Instagram,Image,6705,1436,158
1409,2024-01-02 10:10:00,10,Tuesday,TikTok,Video,5807,585,445
1410,2024-01-24 13:33:00,13,Wednesday,VK,Image,2392,1413,183
1411,2024-01-18 07:51:00,7,Thursday,TikTok,Video,8476,540,245
1412,2024-01-23 12:13:00,12,Tuesday,Telegram,Text,1097,341,10
1413,2024-01-25 04:01:00,4,Thursday,Telegram,Video,4764,1351,153
1414,2024-01-23 20:33:00,20,Tuesday,TikTok,Text,2457,662,219
1415,2024-01-29 04:40:00,4,Monday,Telegram,Video,5591,1570,154
1416,2024-01-18 13:20:00,13,Thursday,VK,Video,1779,749,338
1417,2024-01-18 01:17:00,1,Thursday,Telegram,Story,5815,1122,440
1418,2024-01-25 14:00:00,14,Thursday,VK,Story,4986,1637,364
1419,2024-01-04 02:54:00,2,Thursday,TikTok,Image,7540,520,282
1420,2024-01-11 12:32:00,12,Thursday,TikTok,Story,6921,51,186
1421,2024-01-17 14:15:00,14,Wednesday,Telegram,Video,3627,894,61
1422,2024-01-07 08:35:00,8,Sunday,VK,Story,6913,1840,147
1423,2024-01-23 03:23:00,3,Tuesday,Telegram,Video,2845,1959,386
1424,2024-01-30 23:54:00,23,Tuesday,Instagram,Text,4190,1422,143
1425,2024-01-30 20:41:00,20,Tuesday,Instagram,Video,6258,90,102
1426,2024-01-02 06:28:00,6,Tuesday,Instagram,Image,8661,411,299
1427,2024-01-30 02:18:00,2,Tuesday,Instagram,Text,7571,116,92
1428,2024-01-23 07:23:00,7,Tuesday,Telegram,Image,3843,1144,462
1429,2024-01-27 02:13:00,2,Saturday,Instagram,Image,9995,1310,285
1430,2024-01-01 13:26:00,13,Monday,VK,Image,7108,1247,423
1431,2024-01-29 10:50:00,10,Monday,TikTok,Story,3424,1776,118
1432,2024-01-21 15:57:00,15,Sunday,TikTok,Image,8732,1851,496
1433,2024-01-25 01:16:00,1,Thursday,Instagram,Text,3357,515,448
1434,2024-01-11 02:41:00,2,Thursday,Instagram,Video,326,1154,28
1435,2024-01-17 20:22:00,20,Wednesday,Instagram,Image,2501,1167,29
1436,2024-01-11 08:19:00,8,Thursday,Telegram,Text,4818,1851,359
1437,2024-01-12 01:34:00,1,Friday,TikTok,Image,1124,729,365
1438,2024-01-27 12:37:00,12,Saturday,Instagram,Video,5772,1995,287
1439,2024-01-30 01:24:00,1,Tuesday,VK,Text,7827,1404,137
1440,2024-01-26 05:32:00,5,Friday,Instagram,Text,5380,266,474
1441,2024-01-24 17:17:00,17,Wednesday,TikTok,Video,970,1730,50
1442,2024-01-09 01:13:00,1,Tuesday,Instagram,Text,3299,1831,391
1443,2024-01-28 19:22:00,19,Sunday,TikTok,Video,1845,963,434
1444,2024-01-13 00:40:00,0,Saturday,Instagram,Text,5370,1908,291
1445,2024-01-20 00:16:00,0,Saturday,VK,Text,8735,1213,233
1446,2024-01-10 20:39:00,20,Wednesday,Instagram,Video,5986,942,54
1447,2024-01-12 00:36:00,0,Friday,VK,Video,5690,1081,418
1448,2024-01-06 17:25:00,17,Saturday,VK,Text,7997,1632,291
1449,2024-01-06 00:14:00,0,Saturday,Instagram,Text,8764,906,239
1450,2024-01-01 12:06:00,12,Monday,VK,Video,8371,28,311
1451,2024-01-08 21:22:00,21,Monday,Telegram,Story,5258,1079,35
1452,2024-01-13 16:57:00,16,Saturday,Instagram,Video,8531,460,88
1453,2024-01-22 03:28:00,3,Monday,Instagram,Text,689,907,211
1454,2024-01-19 04:12:00,4,Friday,VK,Text,9652,1089,444
1455,2024-01-30 18:34:00,18,Tuesday,VK,Text,1984,750,317
1456,2024-01-06 07:37:00,7,Saturday,Instagram,Video,5499,1690,499
1457,2024-01-14 02:10:00,2,Sunday,Telegram,Text,8603,1125,364
1458,2024-01-18 15:45:00,15,Thursday,VK,Story,1176,91,244
1459,2024-01-19 12:45:00,12,Friday,VK,Image,7335,746,464
1460,2024-01-18 01:38:00,1,Thursday,TikTok,Story,6937,88,86
1461,2024-01-21 00:31:00,0,Sunday,Telegram,Video,133,1695,408
1462,2024-01-06 11:46:00,11,Saturday,Telegram,Text,1941,1906,239
1463,2024-01-06 01:27:00,1,Saturday,Instagram,Video,4581,292,319
1464,2024-01-24 09:00:00,9,Wednesday,Telegram,Image,8540,1344,187
1465,2024-01-08 02:22:00,2,Monday,Instagram,Video,1234,1006,56
1466,2024-01-27 00:03:00,0,Saturday,TikTok,Text,7361,169,112
1467,2024-01-25 02:21:00,2,Thursday,Telegram,Image,5398,1349,222
1468,2024-01-13 08:04:00,8,Saturday,VK,Image,7117,1910,69
1469,2024-01-13 06:34:00,6,Saturday,TikTok,Text,7871,1701,226
1470,2024-01-13 12:24:00,12,Saturday,Instagram,Text,8667,1189,255
1471,2024-01-17 13:54:00,13,Wednesday,TikTok,Text,9015,897,179
1472,2024-01-23 10:04:00,10,Tuesday,Instagram,Video,2013,1747,183
1473,2024-01-13 05:22:00,5,Saturday,TikTok,Story,4397,477,190
1474,2024-01-27 05:44:00,5,Saturday,Instagram,Video,2042,1954,451
1475,2024-01-17 03:45:00,3,Wednesday,Telegram,Video,4104,862,231
1476,2024-01-19 00:11:00,0,Friday,VK,Story,1431,471,275
1477,2024-01-21 00:41:00,0,Sunday,Instagram,Text,7990,863,232
1478,2024-01-21 06:32:00,6,Sunday,TikTok,Text,4688,126,53
1479,2024-01-30 12:40:00,12,Tuesday,Instagram,Story,437,1699,256
1480,2024-01-11 19:45:00,19,Thursday,Instagram,Story,7166,373,492
1481,2024-01-18 17:59:00,17,Thursday,Instagram,Video,7913,1876,89
1482,2024-01-28 19:39:00,19,Sunday,TikTok,Image,9083,1664,225
1483,2024-01-24 10:22:00,10,Wednesday,VK,Story,3711,1744,246
1484,2024-01-03 20:53:00,20,Wednesday,Telegram,Video,3800,1946,393
1485,2024-01-11 04:23:00,4,Thursday,VK,Image,9808,475,150
1486,2024-01-16 02:34:00,2,Tuesday,Instagram,Text,6218,1808,434
1487,2024-01-03 18:12:00,18,Wednesday,TikTok,Text,7205,193,112
1488,2024-01-04 16:15:00,16,Thursday,VK,Video,2773,1993,407
1489,2024-01-30 01:53:00,1,Tuesday,Instagram,Video,2222,669,268
1490,2024-01-21 05:25:00,5,Sunday,Telegram,Story,7182,1199,156
1491,2024-01-29 11:16:00,11,Monday,Telegram,Text,8350,84,441
1492,2024-01-07 21:03:00,21,Sunday,Telegram,Video,2162,1781,365
1493,2024-01-03 02:20:00,2,Wednesday,Instagram,Text,1354,835,346
1494,2024-01-29 23:55:00,23,Monday,TikTok,Text,3788,1305,350
1495,2024-01-15 04:20:00,4,Monday,VK,Story,3848,1724,298
1496,2024-01-15 21:32:00,21,Monday,Telegram,Image,6442,512,393
1497,2024-01-27 09:21:00,9,Saturday,Instagram,Story,4230,804,158
1498,2024-01-07 14:36:00,14,Sunday,Instagram,Video,4357,1596,486
1499,2024-01-02 15:56:00,15,Tuesday,VK,Story,3129,596,329
1500,2024-01-13 21:06:00,21,Saturday,Telegram,Story,2946,665,471
1501,2024-01-14 06:49:00,6,Sunday,Instagram,Text,8762,1376,224
1502,2024-01-02 02:31:00,2,Tuesday,VK,Story,4135,709,13
1503,2024-01-08 20:23:00,20,Monday,TikTok,Video,2999,644,354
1504,2024-01-22 05:21:00,5,Monday,TikTok,Image,9738,853,108
1505,2024-01-05 07:03:00,7,Friday,TikTok,Story,4543,1284,417
1506,2024-01-19 10:52:00,10,Friday,Telegram,Story,4889,1841,400
1507,2024-01-24 16:00:00,16,Wednesday,VK,Image,1012,844,404
1508,2024-01-15 08:55:00,8,Monday,VK,Video,4342,1163,95
1509,2024-01-06 01:54:00,1,Saturday,Instagram,Video,7641,773,194
1510,2024-01-14 15:03:00,15,Sunday,Instagram,Story,1811,367,57
1511,2024-01-02 11:39:00,11,Tuesday,Instagram,Text,8966,1977,462
1512,2024-01-22 17:30:00,17,Monday,VK,Story,1539,701,391
1513,2024-01-13 13:28:00,13,Saturday,Instagram,Image,5713,1441,351
1514,2024-01-28 13:32:00,13,Sunday,VK,Image,3730,1894,293
1515,2024-01-24 00:10:00,0,Wednesday,VK,Image,5475,1528,153
1516,2024-01-23 06:48:00,6,Tuesday,TikTok,Story,7203,631,63
1517,2024-01-19 06:12:00,6,Friday,Instagram,Story,8977,491,157
1518,2024-01-15 08:30:00,8,Monday,TikTok,Video,9418,989,264
1519,2024-01-03 14:18:00,14,Wednesday,Telegram,Text,4316,1883,120
1520,2024-01-02 17:09:00,17,Tuesday,Telegram,Story,2566,1111,287
1521,2024-01-16 15:34:00,15,Tuesday,Telegram,Video,7924,987,10
1522,2024-01-07 06:17:00,6,Sunday,VK,Story,4224,1547,213
1523,2024-01-02 22:48:00,22,Tuesday,VK,Video,1065,1354,161
1524,2024-01-09 19:53:00,19,Tuesday,VK,Video,7028,1821,104
1525,2024-01-29 00:09:00,0,Monday,Instagram,Text,6196,299,401
1526,2024-01-02 21:19:00,21,Tuesday,TikTok,Story,6257,1330,146
1527,2024-01-16 21:30:00,21,Tuesday,VK,Video,9211,1714,181
1528,2024-01-09 03:00:00,3,Tuesday,TikTok,Image,8220,761,337
1529,2024-01-26 08:29:00,8,Friday,TikTok,Image,1608,1508,36
1530,2024-01-30 12:54:00,12,Tuesday,TikTok,Image,9504,32,81
1531,2024-01-26 12:46:00,12,Friday,Instagram,Text,971,815,11
1532,2024-01-19 13:05:00,13,Friday,Instagram,Video,963,181,3
1533,2024-01-14 01:07:00,1,Sunday,Telegram,Text,3155,844,494
1534,2024-01-19 11:08:00,11,Friday,Telegram,Story,5233,327,42
1535,2024-01-19 03:23:00,3,Friday,TikTok,Story,2782,917,410
1536,2024-01-23 23:02:00,23,Tuesday,Telegram,Video,5378,807,50
1537,2024-01-08 01:37:00,1,Monday,TikTok,Image,5548,1000,260
1538,2024-01-16 02:07:00,2,Tuesday,Instagram,Video,713,864,133
1539,2024-01-21 23:40:00,23,Sunday,Instagram,Video,1972,1226,460
1540,2024-01-07 20:42:00,20,Sunday,Instagram,Video,7823,690,86
1541,2024-01-01 18:56:00,18,Monday,VK,Text,7289,925,361
1542,2024-01-25 04:32:00,4,Thursday,TikTok,Story,5486,1151,55
1543,2024-01-23 04:46:00,4,Tuesday,Instagram,Video,7042,1039,216
1544,2024-01-05 20:49:00,20,Friday,TikTok,Video,8859,852,365
1545,2024-01-10 00:27:00,0,Wednesday,Telegram,Video,344,492,67
1546,2024-01-26 21:51:00,21,Friday,Telegram,Text,120,141,499
1547,2024-01-22 22:15:00,22,Monday,Instagram,Text,8685,1126,351
1548,2024-01-01 16:47:00,16,Monday,TikTok,Text,5867,1796,43
1549,2024-01-04 18:45:00,18,Thursday,Instagram,Video,3615,1555,142
1550,2024-01-08 10:26:00,10,Monday,Telegram,Image,2010,1596,345
1551,2024-01-21 07:37:00,7,Sunday,Instagram,Image,8581,870,41
1552,2024-01-16 02:16:00,2,Tuesday,TikTok,Image,5982,303,138
1553,2024-01-30 07:27:00,7,Tuesday,Telegram,Story,8652,650,72
1554,2024-01-10 05:21:00,5,Wednesday,VK,Video,8176,1009,266
1555,2024-01-01 23:55:00,23,Monday,Telegram,Image,1722,401,193
1556,2024-01-24 03:39:00,3,Wednesday,VK,Image,4414,258,492
1557,2024-01-25 09:50:00,9,Thursday,Instagram,Image,2553,1647,154
1558,2024-01-18 22:21:00,22,Thursday,Instagram,Video,2115,1882,245
1559,2024-01-19 12:20:00,12,Friday,TikTok,Image,2900,1628,313
1560,2024-01-04 12:44:00,12,Thursday,VK,Image,9123,712,217
1561,2024-01-12 13:41:00,13,Friday,Instagram,Video,8872,1450,455
1562,2024-01-10 09:07:00,9,Wednesday,VK,Story,6852,1176,383
1563,2024-01-05 21:39:00,21,Friday,Instagram,Text,7553,1270,252
1564,2024-01-13 16:31:00,16,Saturday,Telegram,Image,2953,296,276
1565,2024-01-06 04:51:00,4,Saturday,Instagram,Text,2336,286,276
1566,2024-01-11 07:39:00,7,Thursday,TikTok,Story,4276,396,71
1567,2024-01-06 14:33:00,14,Saturday,Telegram,Story,2255,1415,128
1568,2024-01-07 07:17:00,7,Sunday,TikTok,Image,9636,459,357
1569,2024-01-15 13:13:00,13,Monday,Telegram,Video,5798,300,185
1570,2024-01-08 21:43:00,21,Monday,VK,Story,6929,1202,12
1571,2024-01-02 15:13:00,15,Tuesday,TikTok,Text,8637,452,328
1572,2024-01-17 13:01:00,13,Wednesday,Instagram,Text,1986,665,219
1573,2024-01-27 02:07:00,2,Saturday,VK,Text,6571,1217,5
1574,2024-01-18 06:20:00,6,Thursday,Instagram,Text,8846,1078,238
1575,2024-01-15 17:15:00,17,Monday,Telegram,Story,3870,1788,470
1576,2024-01-09 06:59:00,6,Tuesday,Telegram,Image,8491,836,111
1577,2024-01-18 14:18:00,14,Thursday,Instagram,Image,3040,1979,227
1578,2024-01-16 02:10:00,2,Tuesday,Instagram,Text,3590,1301,441
1579,2024-01-15 21:07:00,21,Monday,VK,Image,7999,485,16
1580,2024-01-25 10:36:00,10,Thursday,Instagram,Text,406,262,72
1581,2024-01-19 19:23:00,19,Friday,TikTok,Text,3175,1429,11
1582,2024-01-15 22:30:00,22,Monday,TikTok,Video,1756,298,85
1583,2024-01-06 10:13:00,10,Saturday,Instagram,Story,7344,1245,498
1584,2024-01-22 22:38:00,22,Monday,TikTok,Story,6711,1009,179
1585,2024-01-20 03:30:00,3,Saturday,Instagram,Text,6422,1722,121
1586,2024-01-19 19:22:00,19,Friday,VK,Story,2792,30,203
1587,2024-01-21 07:21:00,7,Sunday,TikTok,Image,1864,325,69
1588,2024-01-22 07:18:00,7,Monday,TikTok,Text,375,573,107
1589,2024-01-09 03:45:00,3,Tuesday,Instagram,Video,5371,1471,200
1590,2024-01-19 01:49:00,1,Friday,TikTok,Image,7431,1456,51
1591,2024-01-10 01:05:00,1,Wednesday,Telegram,Video,9693,1266,36
1592,2024-01-26 02:04:00,2,Friday,VK,Video,5125,1978,116
1593,2024-01-10 22:08:00,22,Wednesday,VK,Story,4150,132,258
1594,2024-01-17 10:10:00,10,Wednesday,TikTok,Story,8180,883,481
1595,2024-01-05 13:00:00,13,Friday,TikTok,Text,3560,969,263
1596,2024-01-23 09:12:00,9,Tuesday,Telegram,Story,3935,1645,393
1597,2024-01-12 09:42:00,9,Friday,Telegram,Video,4378,223,302
1598,2024-01-03 07:42:00,7,Wednesday,TikTok,Video,1944,1955,424
1599,2024-01-30 01:26:00,1,Tuesday,TikTok,Image,171,848,63
1600,2024-01-25 17:32:00,17,Thursday,Telegram,Video,7486,656,41
1601,2024-01-08 05:16:00,5,Monday,Instagram,Text,6962,977,42
1602,2024-01-13 03:22:00,3,Saturday,Telegram,Text,7440,1863,124
1603,2024-01-17 06:11:00,6,Wednesday,Instagram,Story,9968,739,392
1604,2024-01-10 05:01:00,5,Wednesday,VK,Story,9587,609,269
1605,2024-01-03 03:33:00,3,Wednesday,VK,Story,7735,801,484
1606,2024-01-09 03:22:00,3,Tuesday,Telegram,Text,1143,49,346
1607,2024-01-16 07:22:00,7,Tuesday,Instagram,Video,3142,761,232
1608,2024-01-20 12:07:00,12,Saturday,Telegram,Story,914,1365,479
1609,2024-01-23 11:07:00,11,Tuesday,Telegram,Image,5722,952,131
1610,2024-01-24 10:36:00,10,Wednesday,Instagram,Story,7432,657,1
1611,2024-01-28 05:34:00,5,Sunday,Telegram,Text,409,191,114
1612,2024-01-12 08:15:00,8,Friday,VK,Story,6761,274,480
1613,2024-01-20 20:42:00,20,Saturday,TikTok,Video,4327,780,468
1614,2024-01-24 22:10:00,22,Wednesday,TikTok,Story,1977,1727,0
1615,2024-01-23 08:36:00,8,Tuesday,Telegram,Text,2586,1566,491
1616,2024-01-04 21:46:00,21,Thursday,Instagram,Text,6986,872,330
1617,2024-01-06 03:44:00,3,Saturday,Instagram,Image,4935,441,64
1618,2024-01-09 22:17:00,22,Tuesday,VK,Text,894,1976,429
1619,2024-01-14 21:02:00,21,Sunday,Instagram,Image,6886,1229,442
1620,2024-01-08 22:25:00,22,Monday,Instagram,Video,4114,1757,458
1621,2024-01-02 09:00:00,9,Tuesday,VK,Text,7492,518,124
1622,2024-01-19 08:31:00,8,Friday,Telegram,Story,5453,456,255
1623,2024-01-14 12:00:00,12,Sunday,TikTok,Video,3507,537,390
1624,2024-01-29 23:52:00,23,Monday,VK,Story,1074,1235,321
1625,2024-01-12 22:15:00,22,Friday,Telegram,Story,9339,884,142
1626,2024-01-19 07:45:00,7,Friday,VK,Story,4337,1763,327
1627,2024-01-27 11:58:00,11,Saturday,Telegram,Video,7348,1638,245
1628,2024-01-16 23:39:00,23,Tuesday,VK,Video,4469,1166,115
1629,2024-01-13 22:39:00,22,Saturday,Telegram,Text,8150,1172,376
1630,2024-01-14 21:14:00,21,Sunday,VK,Story,564,678,302
1631,2024-01-24 20:55:00,20,Wednesday,Telegram,Image,5427,1526,89
1632,2024-01-15 23:23:00,23,Monday,VK,Text,5515,856,295
1633,2024-01-28 07:41:00,7,Sunday,TikTok,Video,8215,79,41
1634,2024-01-05 00:16:00,0,Friday,TikTok,Image,387,825,434
1635,2024-01-26 07:24:00,7,Friday,Instagram,Video,3295,1048,34
1636,2024-01-03 08:20:00,8,Wednesday,Telegram,Image,9167,1780,499
1637,2024-01-07 01:11:00,1,Sunday,VK,Text,2092,1245,493
1638,2024-01-07 02:22:00,2,Sunday,Telegram,Image,7550,1835,488
1639,2024-01-13 02:34:00,2,Saturday,TikTok,Text,3025,1093,40
1640,2024-01-14 21:37:00,21,Sunday,Telegram,Video,1220,1285,340
1641,2024-01-22 07:47:00,7,Monday,VK,Image,5410,455,123
1642,2024-01-28 03:50:00,3,Sunday,Telegram,Story,546,1035,56
1643,2024-01-13 01:03:00,1,Saturday,VK,Story,6727,1781,293
1644,2024-01-27 23:07:00,23,Saturday,TikTok,Video,2996,1369,455
1645,2024-01-29 22:12:00,22,Monday,TikTok,Image,821,28,234
1646,2024-01-04 22:15:00,22,Thursday,TikTok,Story,2263,570,95
1647,2024-01-11 14:11:00,14,Thursday,Instagram,Text,9643,1111,391
1648,2024-01-01 08:46:00,8,Monday,TikTok,Image,4080,481,491
1649,2024-01-03 05:44:00,5,Wednesday,Telegram,Image,4602,37,457
1650,2024-01-09 00:16:00,0,Tuesday,Instagram,Story,1825,569,318
1651,2024-01-20 19:41:00,19,Saturday,TikTok,Text,8985,617,342
1652,2024-01-10 09:47:00,9,Wednesday,Telegram,Text,3513,1198,131
1653,2024-01-24 23:31:00,23,Wednesday,Telegram,Text,594,467,175
1654,2024-01-07 01:12:00,1,Sunday,Telegram,Image,1047,954,51
1655,2024-01-27 18:45:00,18,Saturday,VK,Video,122,1910,37
1656,2024-01-07 09:28:00,9,Sunday,Instagram,Image,1228,1209,477
1657,2024-01-04 13:09:00,13,Thursday,Telegram,Image,657,1618,488
1658,2024-01-25 10:41:00,10,Thursday,VK,Story,9908,993,342
1659,2024-01-12 18:47:00,18,Friday,TikTok,Video,3830,877,4
1660,2024-01-21 15:59:00,15,Sunday,Telegram,Text,5441,1025,212
1661,2024-01-15 00:12:00,0,Monday,VK,Story,7098,38,119
1662,2024-01-26 15:35:00,15,Friday,Telegram,Image,7282,1989,325
1663,2024-01-19 11:09:00,11,Friday,Instagram,Video,7134,678,368
1664,2024-01-21 20:15:00,20,Sunday,Instagram,Text,1756,835,208
1665,2024-01-21 03:29:00,3,Sunday,TikTok,Text,4273,825,216
1666,2024-01-13 08:13:00,8,Saturday,Telegram,Image,5541,288,23
1667,2024-01-29 13:25:00,13,Monday,VK,Text,9098,292,341
1668,2024-01-19 03:43:00,3,Friday,TikTok,Text,3412,1512,204
1669,2024-01-05 06:34:00,6,Friday,Telegram,Video,8745,1012,400
1670,2024-01-16 03:24:00,3,Tuesday,TikTok,Story,2424,1552,461
1671,2024-01-29 22:48:00,22,Monday,VK,Video,9739,314,225
1672,2024-01-15 07:01:00,7,Monday,TikTok,Story,5695,703,217
1673,2024-01-21 21:27:00,21,Sunday,TikTok,Story,6084,118,210
1674,2024-01-23 21:41:00,21,Tuesday,TikTok,Story,2611,333,25
1675,2024-01-03 14:42:00,14,Wednesday,Telegram,Text,462,1239,251
1676,2024-01-07 18:48:00,18,Sunday,VK,Video,3554,1267,2
1677,2024-01-28 10:19:00,10,Sunday,Instagram,Text,2898,1971,1
1678,2024-01-27 18:39:00,18,Saturday,Telegram,Image,4720,467,91
1679,2024-01-07 02:23:00,2,Sunday,Instagram,Video,3355,1220,1
1680,2024-01-21 16:21:00,16,Sunday,Instagram,Story,1317,1973,149
1681,2024-01-22 09:31:00,9,Monday,Telegram,Text,1585,491,70
1682,2024-01-25 15:28:00,15,Thursday,Telegram,Text,5449,931,3
